16392,0
3219,0
-15142,0
-9091,0
11604,0
13648,0
-6276,0
-16068,0
11,0
16054,0
6273,0
-13649,0
-11616,0
9106,0
15132,0
-3192,0
-16399,0
-3234,0
15152,0
9107,0
-11593,0
-13656,0
6261,0
16068,0
-33,0
-16070,0
-6267,0
13617,0
11569,0
-9125,0
-15134,0
3218,0
16370,0
3175,0
-15157,0
-9123,0
11589,0
13654,0
-6280,0
-16043,0
-18,0
16062,0
6261,0
-13626,0
-11596,0
9094,0
15131,0
-3187,0
-16385,0
-3199,0
15154,0
9090,0
-11588,0
-13611,0
6289,0
16084,0
14,0
-16091,0
-6292,0
13607,0
11584,0
-9127,0
-15153,0
3189,0
16375,0
3200,0
-15147,0
-9130,0
11565,0
13630,0
-6269,0
-16083,0
-9,0
16060,0
6282,0
-13591,0
-11583,0
9095,0
15149,0
-3194,0
-16377,0
-3196,0
15135,0
9098,0
-11571,0
-13621,0
6260,0
16082,0
-7,0
-16073,0
-6249,0
13611,0
11582,0
-9123,0
-15145,0
3180,0
16367,0
3228,0
-15126,0
-9099,0
11581,0
13616,0
-6275,0
-16042,0
-13,0
16076,0
6269,0
-13605,0
-11611,0
9099,0
15123,0
-3158,0
-16405,0
-3206,0
15108,0
9112,0
-11593,0
-13623,0
6298,0
16050,0
7,0
-16031,0
-6266,0
13631,0
11589,0
-9063,0
-15119,0
3222,0
16384,0
3224,0
-15127,0
-9117,0
11575,0
13608,0
-6271,0
-16090,0
-34,0
16084,0
6255,0
-13632,0
-11595,0
9109,0
15122,0
-3200,0
-16369,0
-3220,0
15139,0
9111,0
-11583,0
-13613,0
6255,0
16065,0
4,0
-16045,0
-6268,0
13633,0
11579,0
-9099,0
-15124,0
3174,0
16401,0
3199,0
-15132,0
-9098,0
11574,0
13612,0
-6280,0
-16060,0
-33,0
16066,0
6326,0
-13610,0
-11570,0
9096,0
15111,0
-3193,0
-16392,0
-3190,0
15139,0
9094,0
-11606,0
-13641,0
6270,0
16069,0
-25,0
-16083,0
-6272,0
13624,0
11594,0
-9115,0
-15149,0
3190,0
16388,0
3211,0
-15147,0
-9066,0
11589,0
13628,0
-6268,0
-16045,0
-2,0
16100,0
6270,0
