57,0
60,0
62,0
65,0
68,0
71,0
74,0
77,0
80,0
83,0
87,0
90,0
94,0
98,0
102,0
106,0
110,0
115,0
119,0
124,0
129,0
134,0
140,0
145,0
151,0
157,0
163,0
169,0
176,0
182,0
189,0
197,0
204,0
212,0
220,0
228,0
237,0
246,0
255,0
264,0
274,0
284,0
294,0
305,0
316,0
328,0
339,0
352,0
364,0
377,0
390,0
404,0
418,0
433,0
448,0
464,0
480,0
496,0
513,0
531,0
549,0
568,0
587,0
606,0
627,0
647,0
669,0
691,0
714,0
737,0
761,0
786,0
811,0
837,0
864,0
891,0
920,0
949,0
978,0
1009,0
1040,0
1073,0
1106,0
1140,0
1174,0
1210,0
1247,0
1284,0
1323,0
1362,0
1403,0
1444,0
1486,0
1530,0
1574,0
1620,0
1667,0
1715,0
1764,0
1814,0
1865,0
1917,0
1971,0
2026,0
2082,0
2139,0
2198,0
2257,0
2319,0
2381,0
2445,0
2510,0
2577,0
2645,0
2714,0
2785,0
2857,0
2931,0
3006,0
3083,0
3161,0
3241,0
3323,0
3406,0
3490,0
3576,0
3664,0
3753,0
3844,0
3937,0
4031,0
4128,0
4225,0
4325,0
4426,0
4529,0
4633,0
4740,0
4848,0
4958,0
5070,0
5183,0
5299,0
5416,0
5535,0
5656,0
5779,0
5903,0
6030,0
6158,0
6288,0
6420,0
6554,0
6689,0
6827,0
6966,0
7107,0
7250,0
7395,0
7542,0
7691,0
7841,0
7994,0
8148,0
8304,0
8461,0
8621,0
8782,0
8945,0
9110,0
9277,0
9445,0
9615,0
9787,0
9961,0
10136,0
10313,0
10491,0
10671,0
10853,0
11036,0
11221,0
11407,0
11594,0
11784,0
11974,0
12166,0
12359,0
12554,0
12750,0
12947,0
13146,0
13345,0
13546,0
13748,0
13951,0
14155,0
14360,0
14566,0
14772,0
14980,0
15189,0
15398,0
15608,0
15818,0
16029,0
16241,0
16454,0
16666,0
16879,0
17093,0
17307,0
17521,0
17735,0
17949,0
18164,0
18378,0
18593,0
18807,0
19021,0
19235,0
19448,0
19662,0
19874,0
20087,0
20299,0
20510,0
20720,0
20930,0
21139,0
21347,0
21554,0
21760,0
21965,0
22169,0
22371,0
22572,0
22772,0
22971,0
23168,0
23364,0
23557,0
23750,0
23940,0
24129,0
24315,0
24500,0
24683,0
24863,0
25042,0
25218,0
25392,0
25564,0
25733,0
25900,0
26064,0
26226,0
26384,0
26541,0
26694,0
26845,0
26992,0
27137,0
27279,0
27417,0
27553,0
27685,0
27814,0
27940,0
28063,0
28182,0
28298,0
28410,0
28519,0
28624,0
28725,0
28823,0
28917,0
29008,0
29095,0
29178,0
29257,0
29332,0
29403,0
29471,0
29534,0
29594,0
29649,0
29701,0
29748,0
29792,0
29831,0
29866,0
29898,0
29925,0
29947,0
29966,0
29981,0
29991,0
29997,0
30000,0
29997,0
29991,0
29981,0
29966,0
29947,0
29925,0
29898,0
29866,0
29831,0
29792,0
29748,0
29701,0
29649,0
29594,0
29534,0
29471,0
29403,0
29332,0
29257,0
29178,0
29095,0
29008,0
28917,0
28823,0
28725,0
28624,0
28519,0
28410,0
28298,0
28182,0
28063,0
27940,0
27814,0
27685,0
27553,0
27417,0
27279,0
27137,0
26992,0
26845,0
26694,0
26541,0
26384,0
26226,0
26064,0
25900,0
25733,0
25564,0
25392,0
25218,0
25042,0
24863,0
24683,0
24500,0
24315,0
24129,0
23940,0
23750,0
23557,0
23364,0
23168,0
22971,0
22772,0
22572,0
22371,0
22169,0
21965,0
21760,0
21554,0
21347,0
21139,0
20930,0
20720,0
20510,0
20299,0
20087,0
19874,0
19662,0
19448,0
19235,0
19021,0
18807,0
18593,0
18378,0
18164,0
17949,0
17735,0
17521,0
17307,0
17093,0
16879,0
16666,0
16454,0
16241,0
16029,0
15818,0
15608,0
15398,0
15189,0
14980,0
14772,0
14566,0
14360,0
14155,0
13951,0
13748,0
13546,0
13345,0
13146,0
12947,0
12750,0
12554,0
12359,0
12166,0
11974,0
11784,0
11594,0
11407,0
11221,0
11036,0
10853,0
10671,0
10491,0
10313,0
10136,0
9961,0
9787,0
9615,0
9445,0
9277,0
9110,0
8945,0
8782,0
8621,0
8461,0
8304,0
8148,0
7994,0
7841,0
7691,0
7542,0
7395,0
7250,0
7107,0
6966,0
6827,0
6689,0
6554,0
6420,0
6288,0
6158,0
6030,0
5903,0
5779,0
5656,0
5535,0
5416,0
5299,0
5183,0
5070,0
4958,0
4848,0
4740,0
4633,0
4529,0
4426,0
4325,0
4225,0
4128,0
4031,0
3937,0
3844,0
3753,0
3664,0
3576,0
3490,0
3406,0
3323,0
3241,0
3161,0
3083,0
3006,0
2931,0
2857,0
2785,0
2714,0
2645,0
2577,0
2510,0
2445,0
2381,0
2319,0
2257,0
2198,0
2139,0
2082,0
2026,0
1971,0
1917,0
1865,0
1814,0
1764,0
1715,0
1667,0
1620,0
1574,0
1530,0
1486,0
1444,0
1403,0
1362,0
