0,0
117,117
235,235
352,352
470,470
588,588
705,705
823,823
941,941
1058,1058
1176,1176
1294,1294
1411,1411
1529,1529
1647,1647
1764,1764
1882,1882
2000,2000
2117,2117
2235,2235
2352,2352
2470,2470
2588,2588
2705,2705
2823,2823
2941,2941
3058,3058
3176,3176
3294,3294
3411,3411
3529,3529
3647,3647
3764,3764
3882,3882
4000,4000
4117,4117
4235,4235
4352,4352
4470,4470
4588,4588
4705,4705
4823,4823
4941,4941
5058,5058
5176,5176
5294,5294
5411,5411
5529,5529
5647,5647
5764,5764
5882,5882
6000,6000
6117,6117
6235,6235
6352,6352
6470,6470
6588,6588
6705,6705
6823,6823
6941,6941
7058,7058
7176,7176
7294,7294
7411,7411
7529,7529
7647,7647
7764,7764
7882,7882
8000,8000
8117,8117
8235,8235
8352,8352
8470,8470
8588,8588
8705,8705
8823,8823
8941,8941
9058,9058
9176,9176
9294,9294
9411,9411
9529,9529
9647,9647
9764,9764
9882,9882
10000,10000
10117,10117
10235,10235
10352,10352
10470,10470
10588,10588
10705,10705
10823,10823
10941,10941
11058,11058
11176,11176
11294,11294
11411,11411
11529,11529
11647,11647
11764,11764
11882,11882
12000,12000
12117,12117
12235,12235
12352,12352
12470,12470
12588,12588
12705,12705
12823,12823
12941,12941
13058,13058
13176,13176
13294,13294
13411,13411
13529,13529
13647,13647
13764,13764
13882,13882
14000,14000
14117,14117
14235,14235
14352,14352
14470,14470
14588,14588
14705,14705
14823,14823
14941,14941
15058,15058
15176,15176
15294,15294
15411,15411
15529,15529
15647,15647
15764,15764
15882,15882
16000,16000
16117,16117
16235,16235
16352,16352
16470,16470
16588,16588
16705,16705
16823,16823
16941,16941
17058,17058
17176,17176
17294,17294
17411,17411
17529,17529
17647,17647
17764,17764
17882,17882
18000,18000
18117,18117
18235,18235
18352,18352
18470,18470
18588,18588
18705,18705
18823,18823
18941,18941
19058,19058
19176,19176
19294,19294
19411,19411
19529,19529
19647,19647
19764,19764
19882,19882
20000,20000
20117,20117
20235,20235
20352,20352
20470,20470
20588,20588
20705,20705
20823,20823
20941,20941
21058,21058
21176,21176
21294,21294
21411,21411
21529,21529
21647,21647
21764,21764
21882,21882
22000,22000
22117,22117
22235,22235
22352,22352
22470,22470
22588,22588
22705,22705
22823,22823
22941,22941
23058,23058
23176,23176
23294,23294
23411,23411
23529,23529
23647,23647
23764,23764
23882,23882
24000,24000
24117,24117
24235,24235
24352,24352
24470,24470
24588,24588
24705,24705
24823,24823
24941,24941
25058,25058
25176,25176
25294,25294
25411,25411
25529,25529
25647,25647
25764,25764
25882,25882
26000,26000
26117,26117
26235,26235
26352,26352
26470,26470
26588,26588
26705,26705
26823,26823
26941,26941
27058,27058
27176,27176
27294,27294
27411,27411
27529,27529
27647,27647
27764,27764
27882,27882
