30000,0
2223,-1828
1306,-1661
-3623,388
-2558,-894
4119,2784
3099,-148
-14001,-9510
11034,-4072
2829,-12932
8680,-8343
-4384,-156
-10280,-4457
-4303,6353
9795,9220
-5674,-6146
-4667,3205
-16764,-11184
-2185,-6909
-2422,5116
1004,-2755
-9050,3205
2881,10844
7279,-2217
7786,13460
-9002,-175
-8723,-798
-14936,8407
10165,4762
4188,2352
2203,4434
5555,-11772
7451,3878
7645,1401
11483,4905
-14833,3595
3450,4825
5215,539
5836,3089
6933,-12269
-6502,-11193
-6702,-12935
14986,3501
-1333,-1474
6189,4521
-1857,-4859
-4042,-2099
5255,4
-5540,-1456
-18931,-13608
-6150,2405
-6675,-7623
9622,8823
5179,275
-4873,-8295
-4203,146
-1220,10231
-5283,2919
-6467,17932
-10418,-7650
-438,4793
5667,5138
8592,-3500
-2457,-4251
-2554,1744
5325,-1565
5732,25269
8801,3217
2154,1638
-5332,-4490
7545,-3360
248,-2054
-2810,394
4893,-15168
-1449,3332
15333,-592
14054,5761
-4605,-8235
-427,-6895
-8355,-6764
-9107,8084
4458,-855
-11183,-5522
497,-14835
6432,-184
-1862,-6302
1480,5327
-7022,-6851
-13240,3088
3913,14071
-5824,11466
-2195,-4038
-4851,-1680
-6656,-15835
-1424,11848
2963,5858
-2295,386
6951,6080
4337,7538
8858,6811
-1323,14407
-1284,-15273
-8510,733
987,3914
5227,3914
8092,2528
7826,-9564
13383,-13259
-1326,10176
8754,-1715
-6933,2655
-4287,-4816
1897,-2527
-955,3173
-790,-2719
7578,-19497
-12261,-12199
6319,-5693
-5005,10261
-3075,4681
3561,580
-3124,-4944
-8873,4452
1030,3807
-19820,-5679
-382,-7799
-5695,1558
-484,5328
6703,15701
6981,-3298
-1914,-4607
5568,9003
-13593,7751
-856,11783
-3747,3633
5086,-10388
3563,8524
9661,624
2600,-7398
9955,-1506
701,-7468
4825,11996
-3374,16241
10165,-6795
-1309,-5427
4761,-9670
-4930,-8394
-4621,2259
540,-13764
8522,-7233
-3942,4709
11361,3532
-7366,1920
1013,-7348
-4760,-10932
-16106,5324
-11894,4148
1124,636
-6319,-8335
14965,-2997
-7201,1587
-2662,6679
1088,1814
-4903,1657
-5590,9057
-32,17826
-11120,969
12871,254
709,-12384
157,-1911
-707,10040
2917,3138
8280,632
15245,10335
-2055,-2085
3194,12178
-2418,-8250
3698,-13363
-3440,-935
-712,-428
-101,-2510
12810,2192
12432,-19507
3755,3206
-10124,155
-3187,-1502
-9369,-293
2030,-2738
-6475,-4437
-9419,6992
3772,-15544
3643,-6423
-4566,-6781
-675,6866
-16173,10151
3587,10506
6744,-1239
-7808,6922
-4821,-1003
-9196,3153
-5520,-7847
12307,4115
-4958,1132
2356,14116
11446,4714
6799,504
10332,-743
-5735,7467
-14332,-2631
4545,10473
6168,-10434
8487,-688
6080,-1753
177,-7988
10116,-6691
7995,1082
-2644,-8025
-8442,16644
-3482,-4775
4629,-3600
4043,-6497
-5250,-12726
-11136,-8481
-6241,1622
8998,-11519
-599,12445
-1760,800
-5021,4928
-5098,1984
2634,-2735
-8629,-3383
-21193,8053
-473,-3521
-676,8288
14430,-1549
7984,3958
-8842,834
1444,6908
6175,3178
-6177,10708
4234,5280
-11339,5354
7201,-5169
16754,-542
3681,-12623
-1373,642
2294,-1256
135,2868
20007,7828
-421,2230
-3841,-8109
-3794,897
1156,-16664
-1122,-2590
-1695,-4548
-11172,-8549
7748,2987
8469,318
8948,-7272
-12382,6322
-10621,-9590
-12342,4646
-358,7405
-4560,-3119
-6553,1052
-6141,-2720
12844,-7329
-1965,8647
3739,-834
-12829,7037
-5062,12727
8618,8956
5738,7937
-7712,-579
3351,-9245
-10368,-1284
15376,1181
5734,4456
-447,2049
7683,3070
11925,3060
3789,1963
9677,-783
-20407,-10014
-1647,-4018
3264,1593
6974,-4668
5780,-3189
3275,-11470
-4067,-10641
12080,7417
-8656,-2758
-7056,1442
-13256,2727
-1318,-5111
711,4670
2511,-4721
-12246,-18050
-4295,2281
-3103,-626
7391,12669
-5228,13174
1364,-2633
-7685,4549
3062,8647
-1867,-3834
-9124,5146
-7835,-7577
8523,4236
4555,11823
21115,3736
-550,-3741
142,263
4856,-425
-1888,13404
-2461,609
4105,-3301
-7280,-9283
18472,-427
5982,-6631
517,-7390
1969,-10418
-3876,1071
966,6770
8888,12109
-11630,-12838
-130,-6118
-6587,-10588
-5450,-2666
-2229,-122
-6106,-6579
-3725,-6290
8627,16601
248,-529
53,8460
-10732,-6754
-10179,-3491
-8056,12913
-1489,10079
-914,-6407
2766,4463
7527,-10729
7125,13035
589,6190
2582,-1207
-6571,4405
2856,12915
6804,4355
-806,7839
6987,-20717
1817,-8074
-1150,-2347
11309,5836
-201,-1435
5479,-375
11100,-5181
-4515,8761
3405,-4517
-6104,-7525
-13270,-17842
1452,1759
-4012,-456
975,3070
10981,-10065
-4955,-8518
1195,599
-6796,13839
-13416,-4091
-4985,6974
-5695,-5092
-5430,7162
4494,6107
-3193,-9329
2967,-10299
-1451,9748
-712,4896
-583,24517
5485,290
2232,-2016
1617,6794
-3298,1813
86,-4743
-2403,-573
10955,-13270
2101,14188
11036,5965
10946,-2656
4511,-6314
981,-4947
-3078,699
-14925,9158
8232,-11686
-2351,-7025
5447,-8356
5291,-1049
-3064,-6034
1105,-7455
3718,-6426
-16991,8928
1723,10793
-9809,3744
-313,-11560
532,-4516
-10550,-6070
-10257,4948
4863,847
-4930,-3157
11276,10674
-4454,14057
-357,3616
459,6039
-666,-10051
-10449,4419
-1861,12997
-3497,-2153
16607,710
9982,-2707
10239,-4164
-3789,12976
6018,-3442
159,-2606
2362,7822
-4017,-857
1467,3474
1781,-9177
16305,-20975
-6917,-3977
917,-1492
-3621,400
3221,3991
7747,-4968
-1128,3027
-16754,984
2693,-7561
-13383,-10136
493,-5296
-7347,1521
-8351,6651
7647,923
12180,-756
-7620,-1213
-493,10803
-20715,3806
-859,5489
2655,3815
-3231,1127
-1840,5030
7916,1313
3843,-11412
15195,7128
-6874,1732
-2221,12263
2677,11886
11661,-3338
4037,-1651
-345,640
-8044,-15525
5844,1535
6725,-11039
8707,-605
-4121,7572
8044,-2332
5015,-5067
4161,132
-7798,-13183
-17838,5786
-9621,-6409
9488,-4146
-2188,-2941
5327,-3433
-7002,-5866
-3113,3510
6900,-4497
-9119,10825
-15685,5609
-2442,9722
-6985,-1533
12017,946
-1848,-7223
-13231,518
2954,898
5429,9017
6991,5239
8718,16262
-9202,-1950
5242,6951
7259,-3538
-3486,-4123
-3374,-287
-3953,882
8650,-6731
21229,9848
8235,-12333
-910,1404
-3305,-2533
162,-3662
1304,3484
-5747,1853
-6799,-13504
-1595,3284
10829,-17362
4316,-4052
-8298,-4584
-7213,-3470
-4602,5986
2754,12627
4369,-3116
-16719,6485
-6348,-11411
-3477,-532
-4219,-477
1390,2353
-7855,564
-1681,9953
19657,4189
310,10937
960,-1164
-10046,3762
-10836,-674
8295,11719
5635,326
